filename,page,chunk_number,text,summary
Ocean_ecogeochemistry_A_review.pdf,2.0,1,"KElTON w. mcmaHON, lI lINg HamaDy & SImON R. THORROlD
328Ecologists have embraced the use of SIa in studies of marine foo d webs. a recent review found 
that nearly 60% of trophic ecology studies using SIas published between 2007 and 2009 were con-
ducted in marine or estuarine environments (Boecklen et al. 2 011). However, while stable isotopes 
have been used in animal migration studies in terrestrial envi ronments for several decades (Hobson 
1999, Rubenstein & Hobson 2004), the approach has received fa r less attention in marine systems 
(Fry 1981, Schell et al. 1989, Best & Schell 1996). This lack of e ffort may be due, at least in part, to 
a failure to recognize the degree of geographic variation in is otope and element abundances across 
marine environments (Hobson 1999, Rubenstein & Hobson 2004) . compilations of maps showing 
spatial variation in isotope values have identiied marine iso scapes that are clearly suficient for use 
in movement studies over  ocean- basin scales (west et al. 2010, mcmahon et a l. 2013).
The use of ecogeochemical approaches",nearly 60% of trophic ecology studies using SIas published between 2007 and 2009 were con-ducted in marine or estuarine environments . but stable isotopes have been used in animal migration studies in terrestrial envi ronments for several decades . the approach has received fa r less attention in marine systems .
Ocean_ecogeochemistry_A_review.pdf,2.0,2,"marine iso scapes that are clearly suficient for use 
in movement studies over  ocean- basin scales (west et al. 2010, mcmahon et a l. 2013).
The use of ecogeochemical approaches to examine trophic dynamics and movement patterns 
of animals offers signiicant advantages over traditional method s in marine environments. For 
instance, the use of stable isotopes has overcome at least some of the problems associated with 
stomach content analysis to determine diets (michener & Schell 1994). Ecogeochemistry has also 
been employed to overcome problems associated with conventio nal tagging methods of the early 
 life- history stages of marine animals (Thorrold et al. 2002 , Becker et al. 2007). Finally, in some 
instances isotope analyses of ancient calciied tissues have provided a means of investigating eco-
logical processes over millennial timescales (limburg et al. 2 011). Taken together, ecogeochemistry 
may allow for signiicant progress in a number of important, bu t as yet unresolved, questions in 
ocean ecology.
In this review, we outline the processes controlling isotope and elemental fractionation and 
summarize geographic gradients in isotope and elemental dis tributions in ocean and estuarine envi-
ronments. we assemble global ocean isoscapes for key elements i n marine ecogeochemistry,",marine isoscapes are clearly suficient for use in movement studies over ocean- basin scales . ecogeochemistry has also been employed to overcome problems associated with conventio nal tagging methods of the early life- history stages of marine animals .
Ocean_ecogeochemistry_A_review.pdf,2.0,3,"isotope and elemental fractionation and 
summarize geographic gradients in isotope and elemental dis tributions in ocean and estuarine envi-
ronments. we assemble global ocean isoscapes for key elements i n marine ecogeochemistry, includ-
ing seawater hydrogen ( δ2HSw), dissolved inorganic carbon (DIc) ( δ13cDIc), seawater radiocarbon 
(Δ14cSw), plankton carbon ( δ13cPlK), plankton nitrogen ( δ15NPlK) and seawater oxygen ( δ18OSw). 
we summarize distributions of those minor and trace elements that are consistently and accurately 
analysed in the calciied tissues of marine ish and invertebrates and used as natural geochemical 
tags of natal origin (Thorrold et al. 1997). Finally, we highligh t the potential for  compound- speciic 
stable isotope analyses, acknowledging that more research is needed in terms of understanding the 
processes controlling stable isotope fractionation of individual am ino acids and fatty acids.
Data sources and isoscape methods
In this review, we have assembled isoscapes for a number of key elements in the marine environ-
ment. The data used to generate the isoscapes were collected from  met a- analyses of published 
isotope data. For δ2HSw and δ18OSw, all data were available on the","global ocean isoscapes for key elements i n marine ecogeochemistry . includes dissolved inorganic carbon (DIc), seawater radiocarbon (14cSw), plankton carbon ( 13cPlK) and seawater oxygen (18OSw)."
Ocean_ecogeochemistry_A_review.pdf,2.0,4,"key elements in the marine environ-
ment. The data used to generate the isoscapes were collected from  met a- analyses of published 
isotope data. For δ2HSw and δ18OSw, all data were available on the global Oxygen-18 Database 
(Schmidt et al. 1999) on the National aeronautics and Space admin istration website (http://data.
giss.nasa.gov/ o18data/). Similarly, seawater radiocarbon (Δ14cSw) data were mined from the global 
Data analysis Project (glODaP) (Key et al. 2004). Seawater DIc δ13cDIc data were collected 
from glODaP (Key et al. 2004), the Open access library Pangaea (http://www.pangaea.de), and 
extensive searches of google Scholar and web of Science. Date f or both Δ14cSw and δ13cDIc were 
predominantly more recent than the 1990s. The δ13cDIc data in the horizontal isoscape were from 
the top 100 m of the world’s oceans. Horizontal isoscapes of plan kton δ13cPlK and δ15NPlK values 
were mined from extensive searches of google Scholar, web of S cience, and several online data 
repositories, including Pangaea. we limited the plankton iso scape search to",2HSw and 18OSw all data were available on the global Oxygen-18 Database . seawater radiocarbon (14cSw) data were mined from the global Data analysis Project (glODaP)
Ocean_ecogeochemistry_A_review.pdf,2.0,5,"kton δ13cPlK and δ15NPlK values 
were mined from extensive searches of google Scholar, web of S cience, and several online data 
repositories, including Pangaea. we limited the plankton iso scape search to samples described as 
net plankton (<1 mm) collected in the euphotic zone (<150 m dept h) and not preserved in formalin. 
The plankton isoscapes comprise a range of species but consist predominantly of copepods and 
similar zooplankton. To achieve the best spatial coverage, no at tempts were made to sort data tem-
porally. However, most data presented are more recent than the 1990s. In addition to papers cited 
individually elsewhere in this review, data were obtained from the work of Sackett et al. (1965);","kton 13cPlK and 15NPlK values were mined from extensive searches of google Scholar, web of S cience, and several online data repositories, including Pangaea . we limited the planktoon iso scape search to samples described as 1 mm . to achieve the best spatial coverage, no tempts were made to sort data tem- porally ."
Ocean_ecogeochemistry_A_review.pdf,3.0,1,"OcEaN EcOgEOcHEmISTRy: a REvIEw
329Degens et al. (1968); wada & Hattori (1976); Fontugne & Duples sy (1978); Rau et al. (1982, 1983, 
2003); Shadsky et al. (1982); Fry et al. (1983); Thayer et al. (1983); macko et al. (1984); mullin 
et al. (1984); Rodelli et al. (1984); checkley & Entzeroth (19 85); Peterson & Howarth (1987); wada 
et al. (1987); Fry (1988); libes & Deuser (1988); checkley & mil ler (1989); Dunton et al. (1989); 
altabet & Small (1990); Hobson & montevecchi (1991);  Sholt o- Douglas et al. (1991); mackensen 
et al. (1993, 1996); Fry & Quinones (1994); Hobson et al. (199 4, 1995, 2002); Keeling & guenther 
(1994); matsura & wada (1994); laws et al. (1995); yamamuro et al. (1995);","wada & Hattori (1976); Fontugne & Duples sy (1978); Rau et al. (1982, 1983, 2003); Shadsky; Fry; Thayer; macko; mullin; Rodelli; libes & Entzeroth (1988); dunton; . dunton . and howarth (1989); altabet & small (1990); Sholt o- Douglas; mackensen ."
Ocean_ecogeochemistry_A_review.pdf,3.0,2,"4, 1995, 2002); Keeling & guenther 
(1994); matsura & wada (1994); laws et al. (1995); yamamuro et al. (1995); Boon et al. (1997); 
Sydeman et al. (1997); Bentaleb et al. (1998); France et al. ( 1998); millero et al. (1998); Schell et al. 
(1998); gruber et al. (1999); Popp et al. (1999); Sigman et al . (1999); van woesik et al. (1999); wu 
et al. (1999); calvert (2000); Hofmann et al. (2000); Kaehle r et al. (2000); Koppelmann & weikert 
(2000); Pinnegar et al. (2000); Tittlemier et al. (2000); vi llinski et al. (2000); waser et al. (2000); 
Dunton (2001); lesage et al. (2001); mackensen (2001); Polun in et al. (2001); Stuck et al. (2001); 
Devenport & Bax (2002); Hoekstra et al. (2002, 2003","yamamuro et al. (1995); laws & guenther (1994); laws ed al. (1997); Boon e and al., (1998); Sydeman, . (1998) . france, wu and calvert, (1999); Hofmann, (2000); Kaehle, weikert, and others ."
Ocean_ecogeochemistry_A_review.pdf,3.0,3,"mackensen (2001); Polun in et al. (2001); Stuck et al. (2001); 
Devenport & Bax (2002); Hoekstra et al. (2002, 2003); Nyssen et al. (2002); Sato et al. (2002); 
Schlitzer (2002); Smith et al. (2002); Bode et al. (2003, 200 4, 2007); Das et al. (2003); Estrada et al. 
(2003); Jennings & warr (2003); Kang et al. (2003); mcclella nd et al. (2003); Quay et al. (2003); 
Schmidt et al. (2003); corbisier et al. (2004); mahaffey et a l. (2004);  abed- Navandi & Dworschak 
(2005); Iken et al. (2005); Kiriakoulakis et al. (2005); le l oc’h & Hily (2005); Quillfeldt et al. 
(2005); Sommer et al. (2005); galimov et al. (2006); goni et al . (2006); Tamelander et al. (2006); 
carlier et al. (2007); Holl et al. (","Polun in et al. (2001); devenport & Bax (2002, 2003); Hoekstra (2002) . Nyssen, Sato, Schlitzer, Smith and Bode (2003, 200 4, 2007); Bode ."
Ocean_ecogeochemistry_A_review.pdf,3.0,4,"al. (2005); galimov et al. (2006); goni et al . (2006); Tamelander et al. (2006); 
carlier et al. (2007); Holl et al. (2007); cianco et al. (2008 );  Harmelin- vivien et al. (2008); lamb 
& Swart (2008); le loc’h et al. (2008); Petursdottir et al. (20 08, 2010); Fanelli et al. (2009, 2011); 
Frederich et al. (2009); Hirch (2009); lysiak (2009); Richo ux & Froneman (2009); laakmann 
& auel (2010); miller et al. (2010); Olson et al. (2010); Pajue lo et al. (2010); Forest et al. (2011); 
Hill & mcQuaid (2011); Kohler et al. (2011); Kolasinski et al. (2011); Kurten et al. (2011); Pomerleau 
et al. (2011); Stowasser et al. (2012); and wyatt (2011).
Isoscapes were generated using Ocean Data view (ODv) version 4.5 .0 (Brown 1998",Isoscapes were generated using Ocean Data view (ODv) version 4.5 .0 (Brown 1998) .
Ocean_ecogeochemistry_A_review.pdf,3.0,5,"et al. (2011); Stowasser et al. (2012); and wyatt (2011).
Isoscapes were generated using Ocean Data view (ODv) version 4.5 .0 (Brown 1998, Schlitzer 
2002, http://odv.awi.de/). Data are displayed as  colour- shaded maps based on contouring of the orig-
inal data using the Data Interpolating variational analysis (DIva) gr idding software. DIva soft-
ware was designed to interpolate data spatially (Barth et al. 20 10). DIva gridding takes into account 
coastlines, subbasins and advection. calculations are highly optim ized and rely on a  inite- element 
resolution. In particular, the  inite- element method takes i nto account the distance between analysis 
and data (observation constraint), the regularity of the analysi s (smoothness constraint) and physical 
laws (behaviour constraint). Information about the DIva grid ding software used by ODv can be 
found at http://modb.oce.ulg.ac.be/ mediawiki/ index.ph p/ DIva. Details of the algorithms employed 
by DIva gridding can be found at http://modb.oce.ulg.ac.be/ mediawik i/ index.php/ DIva_method.
Systematics
To be successfully applied in the ield, an",Isoscapes were generated using Ocean Data view (ODv) version 4.5 .0 . Data are displayed as colour- shaded maps based on contouring of the orig- inal data using the Data Interpolating variational analysis (DIva) gr idding software .
Ocean_ecogeochemistry_A_review.pdf,3.0,6,"of the algorithms employed 
by DIva gridding can be found at http://modb.oce.ulg.ac.be/ mediawik i/ index.php/ DIva_method.
Systematics
To be successfully applied in the ield, an ecogeochemistry app roach must do each of the following 
(Hobson et al. 2010): (1) establish a baseline isoscape that ch aracterizes distinct geochemical signa-
tures in different habitats or food web end members; (2) constr ain tissue isotope turnover rates that 
determine the period of integration of geochemical signatures fo r a particular tissue; and (3) identify 
isotope or elemental fractionation factors between consumer an d diet, or between animals and the 
ambient environment, that offset animal geochemical signatures f rom the baseline isotope val-
ues. The isotopic composition of elements in the marine environ ment is inluenced by a variety of 
physical, chemical and biological processes that together produc e unique geographic distributions, 
termed isoscapes (west et al. 2010). Next, we provide a brief ov erview of the dominant sources of 
fractionation for elements commonly used in ecogeochemistry stu dies and discuss the resulting 
geographic distributions in the marine and estuarine enviro nments. common reference standards 
for the elements discussed can be found in Table 1.",an ecogeochemistry app roach must establish a baseline isoscape that ch aracterizes distinct geochemical signa- tures in different habitats or food web end members . roaches must also identify isotope or elemental fractionation factors between consumer an d diet or between animals and the ambient environment .
Ocean_ecogeochemistry_A_review.pdf,3.0,7,"eochemistry stu dies and discuss the resulting 
geographic distributions in the marine and estuarine enviro nments. common reference standards 
for the elements discussed can be found in Table 1.",common reference standards for the elements discussed can be found in Table 1 . eochemistry stu dies discuss the geographic distributions in the marine and estuarine enviro nments .
Ocean_ecogeochemistry_A_review.pdf,4.0,1,"KElTON w. mcmaHON, lI lINg HamaDy & SImON R. THORROlD
330Hydrogen isotopes
Hydrogen isotope fractionation
Hydrogen has the largest mass difference between isotopes re lative to mass and hence the great-
est variability of δ values of any element on Earth.  Physical- chemical processes governing hydro-
gen isotope fractionation in the marine environment include eva poration, precipitation, mixing 
and exchange reactions (Friedman 1953). Evaporation from a n umber of sources, including clouds, 
water bodies, soil and plant and animal respiration, forms an i mportant basis for fractionation of 
hydrogen isotopes in the hydrologic cycle. Fractionation of hy drogen isotopes during evaporation is 
largely a kinetic process that depends on a number of factors an d can, in turn, be quite large. vapour 
pressures of the isotopologues of water decrease with decreas ing molecular weight; therefore, the 
heavy isotope (2H) will favour that part of the system in which it is more strongl y bound, that is, 
the liquid phase (gat 1996). The same is true for condensation; ther efore, during evaporation and 
condensation in an open system, the liquid phase of water becomes progressively enriched in 2H,","hydrogen isotope fractionation in the marine environment includes eva poration, precipitation, mixing and exchange reactions . evaporation from a n umber of sources, including clouds, water bodies, soil and plant and animal respiration, forms an i mportant basis for fractionation . the d can favour that part of the system in which it is more strongl y bound, that is, the liquid phase ."
